gvkey,year,patents_applied,patents_granted,private_subsidiary_patents,distinct_assignee_names,private_subsidiary_share,cik,link_method,link_score,link_conflict,candidate_count,ticker_hint,revenue,sales_marketing_expense,sga_expense,rd_expense,capex,employees,sales_marketing_to_revenue,sga_to_revenue,rd_to_revenue,capex_to_revenue,kw_sales_force,kw_customer_service,kw_brand,kw_advertising,kw_customer_data,customer_capital_keyword_total,sic,sic_description,state_of_incorporation,fiscal_year_end,entity_type,name_sec,ticker_sec,naics2_proxy
009555,2013,13,13,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009555,2014,13,13,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009555,2015,11,11,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009555,2016,17,17,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009563,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009563,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009563,2000,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009563,2001,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009563,2002,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2000,5,5,5,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2001,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2003,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2004,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2005,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2008,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2009,2,2,1,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2010,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2011,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2013,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2016,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2017,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009590,2018,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,1998,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,1999,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2000,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2001,13,13,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2002,13,13,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2003,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2004,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2005,8,8,1,2,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2006,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2007,2,2,1,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2008,8,8,3,3,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2009,14,14,7,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2010,11,11,6,3,0.5454545454545454,0000088941,exact_normalized_name,1.0,False,2.0,,454502000.0,,110404000.0,69624000.0,,,,0.24291202238934043,0.1531874447197152,,,,,,,,3674,Semiconductors & Related Devices,DE,0125,operating,SEMTECH CORP,SMTC,31-33
009599,2011,20,20,11,3,0.55,0000088941,exact_normalized_name,1.0,False,2.0,,480601000.0,,100629000.0,80577000.0,21564000.0,,,0.20938158680485475,0.16765882717680572,0.04486882049766854,,,,,,,3674,Semiconductors & Related Devices,DE,0125,operating,SEMTECH CORP,SMTC,31-33
009599,2012,23,23,11,3,0.4782608695652174,0000088941,exact_normalized_name,1.0,False,2.0,,150603000.0,,37386000.0,29959000.0,23266000.0,,,0.2482420668910978,0.19892698020623759,0.15448563441631308,,,,,,,3674,Semiconductors & Related Devices,DE,0125,operating,SEMTECH CORP,SMTC,31-33
009599,2013,22,22,10,3,0.45454545454545453,0000088941,exact_normalized_name,1.0,False,2.0,,141026000.0,,125379000.0,137437000.0,37161000.0,,,0.8890488278757108,0.9745507920525294,0.26350460198828585,,,,,,,3674,Semiconductors & Related Devices,DE,0125,operating,SEMTECH CORP,SMTC,31-33
009599,2014,20,20,4,3,0.2,0000088941,exact_normalized_name,1.0,False,2.0,,130394000.0,,128525000.0,119371000.0,31755000.0,,,0.9856665183980858,0.915463901713269,0.2435311440710462,,,,,,,3674,Semiconductors & Related Devices,DE,0125,operating,SEMTECH CORP,SMTC,31-33
009599,2015,25,25,11,2,0.44,0000088941,exact_normalized_name,1.0,False,2.0,,490219000.0,,136151000.0,113737000.0,13026000.0,,,0.2777350531089166,0.23201263108937026,0.02657179750274877,,,,,,,3674,Semiconductors & Related Devices,DE,0125,operating,SEMTECH CORP,SMTC,31-33
009599,2016,19,19,13,3,0.6842105263157895,0000088941,exact_normalized_name,1.0,False,2.0,,140031000.0,,136426000.0,102500000.0,32920000.0,,,0.9742557005234556,0.731980775685384,0.2350908013225643,,,,,,,3674,Semiconductors & Related Devices,DE,0125,operating,SEMTECH CORP,SMTC,31-33
009599,2017,16,16,3,2,0.1875,0000088941,exact_normalized_name,1.0,False,2.0,,140614000.0,,146303000.0,104798000.0,35461000.0,,,1.040458275847355,0.7452885203464804,0.2521868377259732,,,,,,,3674,Semiconductors & Related Devices,DE,0125,operating,SEMTECH CORP,SMTC,31-33
009599,2018,12,12,2,2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009599,2019,7,7,0,1,0.0,0000088941,exact_normalized_name,1.0,False,2.0,,547512000.0,,163106000.0,107368000.0,23056000.0,,,0.2979039728809597,0.19610163795496718,0.04211049255541431,1.0,0.0,0.0,3.0,0.0,4.0,3674,Semiconductors & Related Devices,DE,0125,operating,SEMTECH CORP,SMTC,31-33
009602,1997,22,22,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009602,1998,31,31,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009602,1999,13,13,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009602,2000,19,19,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009613,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009613,2002,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009613,2007,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009614,2001,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,1999,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2000,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2001,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2002,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2004,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2005,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2007,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2008,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2009,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2010,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2011,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2012,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2013,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2014,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2015,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2016,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009647,2017,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009649,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009649,1998,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009650,1997,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009650,1998,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009650,2001,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009652,2002,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,1997,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,1998,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,1999,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2000,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2001,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2002,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2003,18,18,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2004,12,12,1,2,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2005,20,20,4,2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2006,6,6,1,2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2007,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2008,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009667,2009,5,5,0,1,0.0,0000089800,exact_compact_name,0.985,False,1.0,,7094249000.0,,2534775000.0,,91328000.0,,,0.3572999763611342,,0.012873526147728956,,,,,,,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2010,9,9,2,3,0.2222222222222222,0000089800,exact_compact_name,0.985,False,1.0,,1895619000.0,,2728122000.0,39883000.0,125162000.0,,,1.4391721121174665,0.021039565440101625,0.0660269811602437,,,,,,,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2011,11,11,0,1,0.0,0000089800,exact_compact_name,0.985,False,1.0,,2070442000.0,,2960814000.0,41719000.0,,,,1.430039576090516,0.020149803761708853,,,,,,,,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2012,16,16,1,2,0.0625,0000089800,exact_compact_name,0.985,False,1.0,,2221870000.0,,3259648000.0,44648000.0,,,,1.467074131249803,0.020094785023426213,,,,,,,,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2013,21,21,4,2,0.19047619047619047,0000089800,exact_compact_name,0.985,False,1.0,,9534000000.0,,3467681000.0,47042000.0,,,,0.3637173274596182,0.004934130480385987,,,,,,,,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2014,23,23,7,2,0.30434782608695654,0000089800,exact_compact_name,0.985,False,1.0,,9534000000.0,,3822966000.0,50019000.0,,,,0.40098237885462557,0.0052463813719320325,,,,,,,,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2015,16,16,4,3,0.25,0000089800,exact_compact_name,0.985,False,1.0,,11130000000.0,,3913518000.0,50019000.0,,,,0.3516188679245283,0.004494070080862534,,,,,,,,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2016,33,33,7,3,0.21212121212121213,0000089800,exact_compact_name,0.985,False,1.0,,11130000000.0,,4159435000.0,58041000.0,,,,0.37371383647798745,0.005214824797843666,,0.0,0.0,6.0,0.0,0.0,6.0,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2017,34,34,5,2,0.14705882352941177,0000089800,exact_compact_name,0.985,False,1.0,,3979564000.0,,4785415000.0,58474000.0,,,,1.2024973087504058,0.014693569446301152,,0.0,0.0,27.0,0.0,0.0,27.0,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2018,26,26,13,2,0.5,0000089800,exact_compact_name,0.985,False,1.0,,4731470000.0,,5033780000.0,51922000.0,,,,1.0638934622855054,0.010973756570368195,,0.0,1.0,28.0,0.0,0.0,29.0,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2019,15,15,5,2,0.3333333333333333,0000089800,exact_compact_name,0.985,False,1.0,,17900800000.0,,5274900000.0,,,,,0.2946739810511262,,,0.0,1.0,93.0,7.0,0.0,101.0,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009667,2020,1,1,0,1,0.0,0000089800,exact_compact_name,0.985,False,1.0,,18361700000.0,,5477900000.0,,,,,0.298332943028151,,,0.0,1.0,90.0,5.0,0.0,96.0,5200,"Retail-Building Materials, Hardware, Garden Supply",OH,1231,operating,SHERWIN WILLIAMS CO,SHW,44-45
009692,1997,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009698,2010,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,1997,8,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,1998,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,1999,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2000,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2001,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2002,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2003,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2004,6,6,1,2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2005,11,11,1,2,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2006,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2007,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2008,11,11,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2009,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2010,8,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2011,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2012,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2013,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009699,2014,3,3,1,2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,1997,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,1998,4,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,1999,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2000,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2001,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2002,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2003,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2004,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2005,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2006,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2007,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2009,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2010,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009715,2011,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009719,1997,25,25,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009719,1998,8,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009719,1999,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009719,2000,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009719,2001,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009719,2002,12,12,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009719,2003,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009719,2004,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009728,1998,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009728,1999,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009728,2000,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009728,2001,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009728,2005,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009761,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,1997,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,1998,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,1999,13,13,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2000,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2001,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2002,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2003,11,11,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2004,11,11,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2005,12,12,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2006,15,15,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2007,12,12,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2008,8,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2009,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2010,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2011,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2012,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2013,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2014,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2015,14,14,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2016,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2017,12,12,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2018,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009771,2019,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,1997,40,40,3,2,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,1998,45,45,15,2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,1999,38,38,7,2,0.18421052631578946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2000,77,77,19,2,0.24675324675324675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2001,69,69,21,2,0.30434782608695654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2002,69,69,28,2,0.4057971014492754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2003,70,70,23,3,0.32857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2004,96,96,35,3,0.3645833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2005,84,84,29,3,0.34523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2006,85,85,28,3,0.32941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2007,112,112,51,2,0.45535714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2008,134,134,63,2,0.4701492537313433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009772,2009,94,94,39,2,0.4148936170212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2000,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2002,3,3,2,2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2004,2,2,1,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2005,4,4,4,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2006,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2008,4,4,4,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2009,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2011,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2012,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009774,2015,5,5,4,3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,1997,24,24,1,2,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,1998,43,43,4,4,0.09302325581395349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,1999,33,33,2,2,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2000,45,45,2,2,0.044444444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2001,40,40,3,4,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2002,40,40,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2003,50,50,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2004,57,57,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2005,22,22,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2006,27,27,1,2,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2007,38,38,1,2,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2008,20,20,7,4,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2009,15,15,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009778,2010,22,22,6,4,0.2727272727272727,0000091440,exact_compact_name,0.985,False,3.0,,2853300000.0,,,,,,,,,,,,,,,,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
009778,2011,28,28,1,2,0.03571428571428571,0000091440,exact_compact_name,0.985,False,3.0,,736600000.0,,,41200000.0,,,,,0.05593266358946511,,,,,,,,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
009778,2012,17,17,3,4,0.17647058823529413,0000091440,exact_compact_name,0.985,False,3.0,,2854200000.0,,,44800000.0,,,,,0.015696167052063625,,,,,,,,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
009778,2013,44,44,7,3,0.1590909090909091,0000091440,exact_compact_name,0.985,False,3.0,,3056500000.0,,,48400000.0,,,,,0.015835105512841487,,2.0,1.0,16.0,24.0,2.0,45.0,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
009778,2014,27,27,1,2,0.037037037037037035,0000091440,exact_compact_name,0.985,False,3.0,,3492600000.0,,,52400000.0,,,,,0.015003149516119797,,,,,,,,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
009778,2015,51,51,3,4,0.058823529411764705,0000091440,exact_compact_name,0.985,False,3.0,,3056500000.0,,,49300000.0,,,,,0.016129559954195977,,2.0,1.0,16.0,21.0,2.0,42.0,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
009778,2016,33,33,8,7,0.24242424242424243,0000091440,exact_compact_name,0.985,False,3.0,,872300000.0,,,53400000.0,,,,,0.06121747105353663,,2.0,1.0,17.0,21.0,2.0,43.0,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
009778,2017,47,47,8,6,0.1702127659574468,0000091440,exact_compact_name,0.985,False,3.0,,974600000.0,,,60900000.0,,,,,0.06248717422532321,,2.0,2.0,16.0,20.0,3.0,43.0,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
009778,2018,37,37,7,6,0.1891891891891892,0000091440,exact_compact_name,0.985,False,3.0,,3719600000.0,,,61200000.0,,,,,0.016453382084095063,,2.0,2.0,16.0,20.0,4.0,44.0,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
009778,2019,12,12,0,1,0.0,0000091440,exact_compact_name,0.985,False,3.0,,3708300000.0,,,59100000.0,,,,,0.015937221907612653,,2.0,2.0,16.0,20.0,4.0,44.0,3420,"Cutlery, Handtools & General Hardware",DE,0102,operating,Snap-on Inc,SNA,31-33
